Time,Node-Strength-Variance,P1_Strategy1-Mean,P1_Strategy1-Variance,P1_Strategy2-Mean,P1_Strategy2-Variance,P2_Strategy1-Mean,P2_Strategy1-Variance,P2_Strategy2-Mean,P2_Strategy2-Variance,0-0,0-1,1-0,1-1
27,0.072,0.531,0.081,0.469,0.081,0.601,0.054,0.399,0.054,0.287,0.244,0.263,0.206
28,0.083,0.528,0.082,0.472,0.082,0.602,0.058,0.398,0.058,0.282,0.246,0.263,0.209
29,0.087,0.529,0.083,0.471,0.083,0.601,0.059,0.399,0.059,0.281,0.248,0.262,0.209
30,0.093,0.530,0.085,0.470,0.085,0.607,0.058,0.393,0.058,0.282,0.248,0.262,0.208
31,0.096,0.528,0.087,0.472,0.087,0.610,0.060,0.390,0.060,0.281,0.247,0.264,0.208
32,0.102,0.535,0.085,0.465,0.085,0.612,0.062,0.388,0.062,0.284,0.251,0.260,0.205
33,0.105,0.532,0.086,0.468,0.086,0.611,0.062,0.389,0.062,0.281,0.251,0.261,0.207
34,0.112,0.530,0.082,0.470,0.082,0.610,0.064,0.390,0.064,0.277,0.253,0.259,0.211
35,0.110,0.529,0.082,0.471,0.082,0.615,0.065,0.385,0.065,0.279,0.250,0.262,0.209
36,0.118,0.532,0.082,0.468,0.082,0.615,0.066,0.385,0.066,0.279,0.253,0.259,0.209
37,0.121,0.527,0.081,0.473,0.081,0.613,0.067,0.387,0.067,0.275,0.253,0.260,0.213
38,0.135,0.531,0.077,0.469,0.077,0.620,0.068,0.380,0.068,0.279,0.253,0.259,0.210
39,0.136,0.535,0.075,0.465,0.075,0.618,0.069,0.382,0.069,0.280,0.256,0.255,0.210
40,0.138,0.540,0.074,0.460,0.074,0.616,0.070,0.384,0.070,0.281,0.259,0.251,0.209
41,0.145,0.542,0.075,0.458,0.075,0.618,0.070,0.382,0.070,0.281,0.261,0.251,0.208
42,0.146,0.545,0.077,0.455,0.077,0.617,0.071,0.383,0.071,0.281,0.264,0.248,0.207
43,0.146,0.542,0.077,0.458,0.077,0.619,0.073,0.381,0.073,0.280,0.262,0.250,0.208
44,0.156,0.545,0.079,0.455,0.079,0.623,0.071,0.377,0.071,0.281,0.264,0.249,0.206
45,0.166,0.544,0.081,0.456,0.081,0.630,0.067,0.370,0.067,0.284,0.260,0.252,0.204
46,0.174,0.545,0.081,0.455,0.081,0.634,0.069,0.366,0.069,0.285,0.261,0.251,0.203
47,0.180,0.547,0.082,0.453,0.082,0.633,0.070,0.367,0.070,0.283,0.263,0.250,0.203
48,0.188,0.544,0.081,0.456,0.081,0.630,0.072,0.370,0.072,0.278,0.266,0.248,0.207
49,0.190,0.545,0.082,0.455,0.082,0.630,0.071,0.370,0.071,0.278,0.267,0.248,0.207
50,0.201,0.545,0.083,0.455,0.083,0.633,0.071,0.367,0.071,0.277,0.268,0.248,0.207
51,0.214,0.544,0.086,0.456,0.086,0.634,0.070,0.366,0.070,0.275,0.269,0.249,0.207
52,0.222,0.551,0.084,0.449,0.084,0.633,0.071,0.367,0.071,0.276,0.275,0.243,0.206
53,0.224,0.553,0.085,0.447,0.085,0.631,0.071,0.369,0.071,0.275,0.277,0.241,0.206
54,0.229,0.549,0.085,0.451,0.085,0.633,0.072,0.367,0.072,0.273,0.276,0.243,0.208
55,0.229,0.551,0.084,0.449,0.084,0.634,0.072,0.366,0.072,0.275,0.276,0.243,0.206
56,0.236,0.552,0.083,0.448,0.083,0.632,0.074,0.368,0.074,0.272,0.280,0.239,0.208
57,0.247,0.555,0.085,0.445,0.085,0.632,0.075,0.368,0.075,0.271,0.283,0.237,0.208
58,0.253,0.558,0.087,0.442,0.087,0.636,0.076,0.364,0.076,0.273,0.286,0.236,0.206
59,0.255,0.558,0.087,0.442,0.087,0.634,0.077,0.366,0.077,0.271,0.287,0.235,0.207
60,0.265,0.559,0.086,0.441,0.086,0.634,0.078,0.366,0.078,0.270,0.289,0.234,0.207
61,0.277,0.559,0.086,0.441,0.086,0.637,0.078,0.363,0.078,0.269,0.291,0.233,0.207
62,0.273,0.557,0.086,0.443,0.086,0.637,0.076,0.363,0.076,0.270,0.287,0.235,0.208
63,0.278,0.556,0.087,0.444,0.087,0.638,0.077,0.362,0.077,0.270,0.287,0.236,0.208
64,0.295,0.558,0.086,0.442,0.086,0.639,0.079,0.361,0.079,0.266,0.291,0.234,0.209
65,0.310,0.558,0.086,0.442,0.086,0.641,0.079,0.359,0.079,0.265,0.293,0.233,0.209
66,0.313,0.561,0.087,0.439,0.087,0.642,0.080,0.358,0.080,0.266,0.296,0.230,0.208
67,0.322,0.561,0.088,0.439,0.088,0.638,0.081,0.362,0.081,0.262,0.299,0.228,0.211
68,0.327,0.564,0.089,0.436,0.089,0.636,0.081,0.364,0.081,0.261,0.303,0.226,0.210
69,0.334,0.566,0.087,0.434,0.087,0.630,0.082,0.370,0.082,0.257,0.309,0.222,0.213
70,0.353,0.567,0.088,0.433,0.088,0.629,0.082,0.371,0.082,0.254,0.313,0.218,0.214
71,0.360,0.568,0.088,0.432,0.088,0.629,0.084,0.371,0.084,0.252,0.316,0.217,0.215
72,0.373,0.573,0.087,0.427,0.087,0.628,0.085,0.372,0.085,0.252,0.321,0.212,0.215
73,0.389,0.574,0.085,0.426,0.085,0.631,0.085,0.369,0.085,0.252,0.322,0.211,0.215
74,0.402,0.577,0.085,0.423,0.085,0.632,0.086,0.368,0.086,0.252,0.325,0.209,0.214
75,0.420,0.576,0.085,0.424,0.085,0.635,0.085,0.365,0.085,0.253,0.323,0.210,0.214
76,0.424,0.578,0.084,0.422,0.084,0.635,0.085,0.365,0.085,0.253,0.325,0.209,0.213
77,0.423,0.578,0.085,0.422,0.085,0.639,0.083,0.361,0.083,0.256,0.322,0.211,0.210
78,0.422,0.576,0.086,0.424,0.086,0.637,0.083,0.363,0.083,0.254,0.322,0.211,0.213
79,0.425,0.577,0.086,0.423,0.086,0.640,0.081,0.360,0.081,0.257,0.320,0.213,0.210
80,0.430,0.579,0.087,0.421,0.087,0.638,0.082,0.362,0.082,0.256,0.323,0.210,0.211
81,0.448,0.581,0.087,0.419,0.087,0.638,0.083,0.362,0.083,0.254,0.327,0.207,0.212
82,0.456,0.585,0.087,0.415,0.087,0.637,0.084,0.363,0.084,0.253,0.332,0.204,0.211
83,0.456,0.586,0.087,0.414,0.087,0.638,0.083,0.362,0.083,0.255,0.331,0.204,0.210
84,0.472,0.590,0.088,0.410,0.088,0.638,0.084,0.362,0.084,0.254,0.335,0.201,0.210
85,0.481,0.594,0.085,0.406,0.085,0.640,0.084,0.360,0.084,0.256,0.338,0.198,0.208
86,0.493,0.595,0.085,0.405,0.085,0.643,0.084,0.357,0.084,0.256,0.339,0.200,0.205
87,0.508,0.595,0.085,0.405,0.085,0.642,0.085,0.358,0.085,0.254,0.341,0.198,0.207
88,0.518,0.594,0.086,0.406,0.086,0.644,0.084,0.356,0.084,0.254,0.340,0.199,0.207
89,0.532,0.593,0.084,0.407,0.084,0.643,0.085,0.357,0.085,0.250,0.343,0.197,0.210
90,0.544,0.597,0.083,0.403,0.083,0.641,0.085,0.359,0.085,0.250,0.348,0.194,0.209
91,0.559,0.595,0.083,0.405,0.083,0.643,0.085,0.357,0.085,0.248,0.347,0.195,0.210
92,0.563,0.597,0.084,0.403,0.084,0.643,0.086,0.357,0.086,0.248,0.350,0.193,0.209
93,0.583,0.600,0.084,0.400,0.084,0.644,0.086,0.356,0.086,0.248,0.352,0.191,0.208
94,0.593,0.604,0.082,0.396,0.082,0.644,0.086,0.356,0.086,0.248,0.355,0.188,0.208
95,0.604,0.606,0.084,0.394,0.084,0.645,0.085,0.355,0.085,0.249,0.356,0.188,0.206
96,0.614,0.605,0.084,0.395,0.084,0.648,0.082,0.352,0.082,0.252,0.353,0.190,0.205
97,0.629,0.608,0.082,0.392,0.082,0.649,0.080,0.351,0.080,0.255,0.353,0.189,0.203
98,0.646,0.609,0.082,0.391,0.082,0.648,0.081,0.352,0.081,0.253,0.356,0.186,0.205
99,0.654,0.610,0.081,0.390,0.081,0.648,0.082,0.352,0.082,0.252,0.358,0.184,0.206
100,0.667,0.613,0.081,0.387,0.081,0.651,0.080,0.349,0.080,0.256,0.358,0.184,0.203
101,0.677,0.613,0.081,0.387,0.081,0.651,0.081,0.349,0.081,0.253,0.359,0.183,0.204
102,0.684,0.614,0.081,0.386,0.081,0.652,0.081,0.348,0.081,0.252,0.362,0.183,0.204
103,0.704,0.617,0.080,0.383,0.080,0.654,0.079,0.346,0.079,0.255,0.362,0.182,0.201
104,0.710,0.615,0.081,0.385,0.081,0.656,0.081,0.344,0.081,0.253,0.362,0.183,0.202
105,0.723,0.614,0.081,0.386,0.081,0.655,0.082,0.345,0.082,0.249,0.365,0.182,0.204
106,0.738,0.614,0.082,0.386,0.082,0.657,0.080,0.343,0.080,0.251,0.363,0.183,0.203
107,0.743,0.611,0.081,0.389,0.081,0.658,0.077,0.342,0.077,0.254,0.357,0.186,0.203
108,0.752,0.615,0.080,0.385,0.080,0.660,0.076,0.340,0.076,0.257,0.358,0.185,0.200
109,0.771,0.613,0.080,0.387,0.080,0.661,0.075,0.339,0.075,0.256,0.357,0.186,0.201
110,0.780,0.616,0.081,0.384,0.081,0.660,0.076,0.340,0.076,0.254,0.362,0.183,0.200
111,0.795,0.618,0.081,0.382,0.081,0.662,0.075,0.338,0.075,0.255,0.363,0.183,0.200
112,0.802,0.614,0.080,0.386,0.080,0.662,0.076,0.338,0.076,0.251,0.363,0.184,0.202
113,0.814,0.616,0.081,0.384,0.081,0.664,0.077,0.336,0.077,0.251,0.365,0.183,0.201
114,0.823,0.615,0.081,0.385,0.081,0.665,0.076,0.335,0.076,0.251,0.364,0.185,0.200
115,0.829,0.616,0.080,0.384,0.080,0.667,0.074,0.333,0.074,0.253,0.363,0.185,0.199
116,0.837,0.617,0.081,0.383,0.081,0.668,0.074,0.332,0.074,0.254,0.363,0.185,0.198
117,0.855,0.617,0.082,0.383,0.082,0.668,0.075,0.332,0.075,0.252,0.365,0.184,0.199
118,0.873,0.617,0.082,0.383,0.082,0.668,0.075,0.332,0.075,0.249,0.368,0.183,0.200
119,0.879,0.617,0.083,0.383,0.083,0.669,0.076,0.331,0.076,0.248,0.369,0.184,0.200
120,0.885,0.620,0.080,0.380,0.080,0.668,0.075,0.332,0.075,0.249,0.371,0.182,0.198
121,0.909,0.619,0.081,0.381,0.081,0.668,0.076,0.332,0.076,0.246,0.373,0.182,0.199
122,0.910,0.619,0.081,0.381,0.081,0.670,0.074,0.330,0.074,0.250,0.369,0.183,0.198
123,0.922,0.621,0.082,0.379,0.082,0.670,0.074,0.330,0.074,0.248,0.373,0.181,0.198
124,0.928,0.623,0.082,0.377,0.082,0.669,0.075,0.331,0.075,0.247,0.376,0.180,0.197
125,0.938,0.625,0.080,0.375,0.080,0.671,0.073,0.329,0.073,0.250,0.375,0.180,0.196
126,0.951,0.626,0.080,0.374,0.080,0.672,0.072,0.328,0.072,0.252,0.374,0.181,0.194
127,0.951,0.625,0.081,0.375,0.081,0.674,0.070,0.326,0.070,0.255,0.370,0.183,0.193
128,0.965,0.624,0.082,0.376,0.082,0.674,0.071,0.326,0.071,0.252,0.372,0.183,0.194
129,0.976,0.625,0.081,0.375,0.081,0.675,0.071,0.325,0.071,0.251,0.374,0.182,0.194
130,1.002,0.624,0.081,0.376,0.081,0.677,0.071,0.323,0.071,0.251,0.373,0.182,0.194
131,1.009,0.624,0.080,0.376,0.080,0.678,0.071,0.322,0.071,0.249,0.374,0.183,0.194
132,1.020,0.624,0.080,0.376,0.080,0.678,0.072,0.322,0.072,0.248,0.376,0.182,0.194
133,1.039,0.626,0.079,0.374,0.079,0.677,0.072,0.323,0.072,0.246,0.380,0.179,0.195
134,1.052,0.627,0.079,0.373,0.079,0.675,0.073,0.325,0.073,0.244,0.383,0.176,0.197
135,1.063,0.628,0.077,0.372,0.077,0.677,0.070,0.323,0.070,0.251,0.378,0.177,0.194
136,1.082,0.628,0.078,0.372,0.078,0.678,0.070,0.322,0.070,0.249,0.378,0.178,0.195
137,1.094,0.628,0.078,0.372,0.078,0.677,0.071,0.323,0.071,0.247,0.381,0.177,0.196
138,1.104,0.627,0.078,0.373,0.078,0.679,0.071,0.321,0.071,0.247,0.379,0.178,0.195
139,1.110,0.627,0.077,0.373,0.077,0.679,0.071,0.321,0.071,0.247,0.380,0.177,0.196
140,1.130,0.625,0.076,0.375,0.076,0.679,0.072,0.321,0.072,0.243,0.383,0.176,0.198
141,1.148,0.627,0.078,0.373,0.078,0.679,0.073,0.321,0.073,0.240,0.387,0.175,0.199
142,1.139,0.626,0.078,0.374,0.078,0.681,0.073,0.319,0.073,0.242,0.385,0.176,0.198
143,1.157,0.627,0.078,0.373,0.078,0.681,0.074,0.319,0.074,0.240,0.388,0.174,0.198
144,1.167,0.628,0.077,0.372,0.077,0.681,0.073,0.319,0.073,0.241,0.388,0.174,0.198
145,1.191,0.627,0.078,0.373,0.078,0.681,0.074,0.319,0.074,0.236,0.390,0.172,0.201
146,1.200,0.628,0.079,0.372,0.079,0.679,0.075,0.321,0.075,0.235,0.394,0.171,0.201
147,1.195,0.627,0.080,0.373,0.080,0.677,0.075,0.323,0.075,0.233,0.395,0.171,0.202
148,1.208,0.628,0.079,0.372,0.079,0.678,0.076,0.322,0.076,0.232,0.397,0.169,0.202
149,1.218,0.628,0.080,0.372,0.080,0.677,0.076,0.323,0.076,0.228,0.400,0.169,0.203
150,1.225,0.629,0.080,0.371,0.080,0.676,0.077,0.324,0.077,0.227,0.402,0.167,0.203
151,1.225,0.627,0.080,0.373,0.080,0.680,0.075,0.320,0.075,0.232,0.396,0.171,0.201
152,1.239,0.625,0.081,0.375,0.081,0.681,0.074,0.319,0.074,0.231,0.394,0.172,0.202
153,1.264,0.630,0.081,0.370,0.081,0.682,0.073,0.318,0.073,0.233,0.396,0.171,0.199
154,1.268,0.631,0.082,0.369,0.082,0.684,0.072,0.316,0.072,0.238,0.393,0.172,0.196
155,1.287,0.629,0.082,0.371,0.082,0.684,0.073,0.316,0.073,0.234,0.395,0.172,0.200
156,1.299,0.631,0.082,0.369,0.082,0.686,0.072,0.314,0.072,0.235,0.395,0.171,0.198
157,1.326,0.633,0.081,0.367,0.081,0.687,0.071,0.313,0.071,0.238,0.395,0.171,0.196
158,1.324,0.635,0.081,0.365,0.081,0.687,0.071,0.313,0.071,0.239,0.395,0.171,0.194
159,1.338,0.634,0.081,0.366,0.081,0.688,0.072,0.312,0.072,0.237,0.398,0.171,0.195
160,1.341,0.633,0.082,0.367,0.082,0.687,0.072,0.313,0.072,0.234,0.398,0.171,0.196
161,1.363,0.633,0.080,0.367,0.080,0.686,0.072,0.314,0.072,0.232,0.401,0.170,0.197
162,1.375,0.635,0.080,0.365,0.080,0.685,0.072,0.315,0.072,0.232,0.403,0.168,0.197
163,1.387,0.635,0.081,0.365,0.081,0.686,0.072,0.314,0.072,0.233,0.402,0.168,0.197
164,1.398,0.636,0.081,0.364,0.081,0.688,0.071,0.312,0.071,0.234,0.402,0.169,0.195
165,1.412,0.638,0.079,0.362,0.079,0.688,0.070,0.312,0.070,0.235,0.402,0.168,0.194
166,1.418,0.638,0.079,0.362,0.079,0.689,0.070,0.311,0.070,0.236,0.402,0.169,0.193
167,1.435,0.638,0.080,0.362,0.080,0.689,0.071,0.311,0.071,0.234,0.404,0.168,0.194
168,1.440,0.639,0.080,0.361,0.080,0.689,0.070,0.311,0.070,0.234,0.405,0.168,0.193
169,1.449,0.639,0.080,0.361,0.080,0.688,0.071,0.312,0.071,0.231,0.408,0.167,0.195
170,1.460,0.638,0.080,0.362,0.080,0.687,0.072,0.313,0.072,0.228,0.409,0.166,0.196
171,1.468,0.638,0.080,0.362,0.080,0.687,0.073,0.313,0.073,0.226,0.412,0.165,0.197
172,1.476,0.639,0.080,0.361,0.080,0.688,0.072,0.312,0.072,0.229,0.411,0.166,0.195
173,1.491,0.639,0.080,0.361,0.080,0.688,0.071,0.312,0.071,0.229,0.410,0.166,0.195
174,1.495,0.639,0.080,0.361,0.080,0.691,0.069,0.309,0.069,0.233,0.406,0.168,0.193
175,1.512,0.641,0.079,0.359,0.079,0.691,0.070,0.309,0.070,0.232,0.409,0.167,0.192
176,1.529,0.641,0.080,0.359,0.080,0.689,0.070,0.311,0.070,0.229,0.412,0.165,0.195
177,1.538,0.641,0.080,0.359,0.080,0.689,0.071,0.311,0.071,0.227,0.414,0.164,0.195
178,1.557,0.641,0.080,0.359,0.080,0.690,0.072,0.310,0.072,0.224,0.417,0.163,0.196
179,1.564,0.642,0.081,0.358,0.081,0.691,0.071,0.309,0.071,0.226,0.416,0.165,0.194
180,1.557,0.641,0.081,0.359,0.081,0.692,0.070,0.308,0.070,0.226,0.415,0.166,0.194
181,1.566,0.642,0.082,0.358,0.082,0.692,0.071,0.308,0.071,0.224,0.418,0.165,0.194
182,1.593,0.644,0.082,0.356,0.082,0.692,0.072,0.308,0.072,0.221,0.422,0.162,0.194
183,1.607,0.645,0.082,0.355,0.082,0.692,0.072,0.308,0.072,0.220,0.425,0.161,0.195
184,1.593,0.645,0.083,0.355,0.083,0.690,0.073,0.310,0.073,0.219,0.426,0.160,0.195
185,1.591,0.645,0.083,0.355,0.083,0.690,0.072,0.310,0.072,0.220,0.425,0.161,0.194
186,1.615,0.646,0.083,0.354,0.083,0.690,0.073,0.310,0.073,0.218,0.428,0.160,0.195
187,1.624,0.646,0.084,0.354,0.084,0.689,0.073,0.311,0.073,0.217,0.429,0.159,0.195
188,1.637,0.649,0.083,0.351,0.083,0.687,0.073,0.313,0.073,0.216,0.433,0.157,0.195
189,1.637,0.650,0.083,0.350,0.083,0.686,0.073,0.314,0.073,0.217,0.433,0.157,0.193
190,1.655,0.651,0.084,0.349,0.084,0.685,0.074,0.315,0.074,0.214,0.437,0.155,0.195
191,1.669,0.653,0.084,0.347,0.084,0.684,0.074,0.316,0.074,0.212,0.440,0.153,0.194
192,1.671,0.651,0.084,0.349,0.084,0.683,0.076,0.317,0.076,0.209,0.442,0.152,0.196
193,1.687,0.651,0.084,0.349,0.084,0.685,0.075,0.315,0.075,0.210,0.441,0.153,0.196
194,1.705,0.652,0.083,0.348,0.083,0.686,0.074,0.314,0.074,0.211,0.441,0.153,0.195
195,1.729,0.652,0.084,0.348,0.084,0.686,0.074,0.314,0.074,0.210,0.442,0.153,0.195
196,1.737,0.654,0.083,0.346,0.083,0.686,0.074,0.314,0.074,0.209,0.445,0.152,0.194
197,1.750,0.656,0.083,0.344,0.083,0.686,0.075,0.314,0.075,0.208,0.447,0.151,0.193
198,1.777,0.655,0.084,0.345,0.084,0.686,0.075,0.314,0.075,0.206,0.450,0.150,0.195
199,1.792,0.655,0.084,0.345,0.084,0.686,0.076,0.314,0.076,0.203,0.451,0.149,0.196
200,1.801,0.654,0.085,0.346,0.085,0.687,0.076,0.313,0.076,0.204,0.450,0.150,0.196
201,1.824,0.657,0.082,0.343,0.082,0.689,0.075,0.311,0.075,0.207,0.450,0.149,0.194
202,1.848,0.658,0.083,0.342,0.083,0.687,0.076,0.313,0.076,0.203,0.455,0.146,0.196
203,1.863,0.657,0.083,0.343,0.083,0.686,0.077,0.314,0.077,0.200,0.457,0.145,0.198
204,1.886,0.658,0.082,0.342,0.082,0.686,0.078,0.314,0.078,0.198,0.460,0.143,0.200
205,1.886,0.658,0.083,0.342,0.083,0.686,0.079,0.314,0.079,0.196,0.461,0.142,0.200
206,1.895,0.659,0.084,0.341,0.084,0.685,0.080,0.315,0.080,0.194,0.465,0.141,0.200
207,1.899,0.658,0.084,0.342,0.084,0.684,0.080,0.316,0.080,0.192,0.466,0.140,0.202
208,1.887,0.659,0.085,0.341,0.085,0.684,0.080,0.316,0.080,0.192,0.467,0.140,0.201
209,1.898,0.659,0.085,0.341,0.085,0.686,0.079,0.314,0.079,0.195,0.464,0.142,0.199
210,1.912,0.660,0.086,0.340,0.086,0.686,0.079,0.314,0.079,0.193,0.467,0.141,0.199
211,1.917,0.660,0.087,0.340,0.087,0.685,0.080,0.315,0.080,0.191,0.468,0.141,0.200
212,1.924,0.661,0.087,0.339,0.087,0.685,0.080,0.315,0.080,0.191,0.470,0.140,0.199
213,1.933,0.663,0.086,0.337,0.086,0.688,0.078,0.312,0.078,0.195,0.468,0.141,0.197
214,1.952,0.664,0.087,0.336,0.087,0.689,0.076,0.311,0.076,0.199,0.465,0.142,0.193
215,1.947,0.665,0.088,0.335,0.088,0.688,0.077,0.312,0.077,0.198,0.467,0.141,0.194
216,1.953,0.665,0.089,0.335,0.089,0.689,0.076,0.311,0.076,0.199,0.466,0.142,0.193
217,1.965,0.666,0.089,0.334,0.089,0.687,0.077,0.313,0.077,0.196,0.470,0.140,0.194
218,1.980,0.667,0.090,0.333,0.090,0.685,0.078,0.315,0.078,0.192,0.475,0.138,0.195
219,1.998,0.668,0.089,0.332,0.089,0.686,0.077,0.314,0.077,0.193,0.475,0.138,0.194
220,2.013,0.669,0.091,0.331,0.091,0.686,0.078,0.314,0.078,0.190,0.479,0.137,0.195
221,2.028,0.670,0.091,0.330,0.091,0.687,0.076,0.313,0.076,0.194,0.476,0.138,0.193
222,2.042,0.671,0.091,0.329,0.091,0.688,0.076,0.312,0.076,0.195,0.476,0.137,0.191
223,2.047,0.671,0.091,0.329,0.091,0.691,0.074,0.309,0.074,0.201,0.470,0.140,0.189
224,2.053,0.671,0.092,0.329,0.092,0.690,0.075,0.310,0.075,0.199,0.472,0.139,0.190
225,2.069,0.673,0.092,0.327,0.092,0.691,0.075,0.309,0.075,0.198,0.475,0.138,0.189
226,2.090,0.674,0.092,0.326,0.092,0.690,0.075,0.310,0.075,0.196,0.478,0.137,0.189
227,2.113,0.674,0.092,0.326,0.092,0.691,0.074,0.309,0.074,0.197,0.477,0.138,0.189
228,2.118,0.674,0.093,0.326,0.093,0.692,0.075,0.308,0.075,0.195,0.479,0.137,0.188
229,2.115,0.675,0.093,0.325,0.093,0.691,0.076,0.309,0.076,0.194,0.481,0.136,0.189
230,2.137,0.676,0.093,0.324,0.093,0.694,0.074,0.306,0.074,0.198,0.478,0.138,0.186
231,2.153,0.678,0.092,0.322,0.092,0.693,0.074,0.307,0.074,0.196,0.482,0.136,0.185
232,2.153,0.677,0.093,0.323,0.093,0.692,0.075,0.308,0.075,0.193,0.484,0.135,0.187
233,2.166,0.676,0.094,0.324,0.094,0.690,0.076,0.310,0.076,0.189,0.487,0.134,0.190
234,2.167,0.676,0.094,0.324,0.094,0.688,0.076,0.312,0.076,0.187,0.489,0.134,0.191
235,2.187,0.675,0.094,0.325,0.094,0.689,0.076,0.311,0.076,0.187,0.488,0.134,0.191
236,2.188,0.677,0.093,0.323,0.093,0.688,0.076,0.312,0.076,0.187,0.491,0.132,0.190
237,2.189,0.678,0.093,0.322,0.093,0.687,0.077,0.313,0.077,0.184,0.493,0.131,0.192
238,2.199,0.678,0.094,0.322,0.094,0.687,0.078,0.313,0.078,0.182,0.496,0.129,0.193
239,2.212,0.679,0.094,0.321,0.094,0.686,0.079,0.314,0.079,0.179,0.500,0.127,0.194
240,2.234,0.679,0.095,0.321,0.095,0.686,0.080,0.314,0.080,0.176,0.503,0.127,0.194
241,2.256,0.679,0.096,0.321,0.096,0.685,0.080,0.315,0.080,0.173,0.506,0.126,0.196
242,2.278,0.679,0.096,0.321,0.096,0.685,0.081,0.315,0.081,0.170,0.509,0.124,0.196
243,2.310,0.679,0.097,0.321,0.097,0.685,0.082,0.315,0.082,0.167,0.513,0.123,0.198
244,2.327,0.680,0.097,0.320,0.097,0.684,0.083,0.316,0.083,0.164,0.516,0.121,0.199
245,2.346,0.681,0.097,0.319,0.097,0.683,0.083,0.317,0.083,0.162,0.519,0.121,0.199
246,2.362,0.680,0.098,0.320,0.098,0.683,0.084,0.317,0.084,0.159,0.521,0.120,0.200
247,2.388,0.680,0.098,0.320,0.098,0.684,0.083,0.316,0.083,0.160,0.520,0.121,0.200
248,2.405,0.679,0.098,0.321,0.098,0.685,0.082,0.315,0.082,0.161,0.518,0.121,0.199
249,2.422,0.680,0.098,0.320,0.098,0.685,0.083,0.315,0.083,0.159,0.521,0.119,0.200
250,2.427,0.679,0.097,0.321,0.097,0.685,0.084,0.315,0.084,0.157,0.522,0.119,0.202
251,2.435,0.679,0.097,0.321,0.097,0.684,0.084,0.316,0.084,0.156,0.524,0.119,0.202
252,2.452,0.678,0.096,0.322,0.096,0.687,0.083,0.313,0.083,0.158,0.520,0.121,0.201
253,2.466,0.679,0.096,0.321,0.096,0.689,0.081,0.311,0.081,0.162,0.517,0.122,0.198
254,2.468,0.680,0.096,0.320,0.096,0.688,0.082,0.312,0.082,0.161,0.520,0.121,0.199
