Time,Node-Strength-Variance,P1_Strategy1-Mean,P1_Strategy1-Variance,P1_Strategy2-Mean,P1_Strategy2-Variance,P2_Strategy1-Mean,P2_Strategy1-Variance,P2_Strategy2-Mean,P2_Strategy2-Variance,0-0,0-1,1-0,1-1
21,0.025,0.554,0.046,0.446,0.046,0.543,0.066,0.457,0.066,0.286,0.268,0.226,0.220
22,0.026,0.549,0.046,0.451,0.046,0.545,0.068,0.455,0.068,0.284,0.265,0.228,0.223
23,0.030,0.561,0.044,0.439,0.044,0.541,0.070,0.459,0.070,0.286,0.275,0.219,0.220
24,0.032,0.565,0.045,0.435,0.045,0.549,0.069,0.451,0.069,0.293,0.273,0.220,0.215
25,0.036,0.573,0.048,0.427,0.048,0.545,0.070,0.455,0.070,0.293,0.280,0.213,0.214
26,0.039,0.571,0.048,0.429,0.048,0.556,0.072,0.444,0.072,0.299,0.272,0.218,0.210
27,0.039,0.570,0.048,0.430,0.048,0.562,0.071,0.438,0.071,0.301,0.268,0.222,0.208
28,0.039,0.569,0.048,0.431,0.048,0.566,0.069,0.434,0.069,0.304,0.265,0.224,0.207
29,0.040,0.568,0.049,0.432,0.049,0.564,0.067,0.436,0.067,0.302,0.267,0.224,0.208
30,0.041,0.570,0.050,0.430,0.050,0.563,0.066,0.437,0.066,0.301,0.269,0.222,0.208
31,0.040,0.568,0.052,0.432,0.052,0.566,0.067,0.434,0.067,0.301,0.267,0.224,0.208
32,0.043,0.568,0.053,0.432,0.053,0.567,0.067,0.433,0.067,0.301,0.267,0.224,0.208
33,0.050,0.574,0.054,0.426,0.054,0.566,0.069,0.434,0.069,0.300,0.275,0.218,0.208
34,0.050,0.581,0.053,0.419,0.053,0.565,0.064,0.435,0.064,0.303,0.277,0.215,0.205
35,0.056,0.585,0.055,0.415,0.055,0.563,0.066,0.437,0.066,0.302,0.282,0.211,0.205
36,0.062,0.591,0.054,0.409,0.054,0.563,0.067,0.437,0.067,0.305,0.287,0.206,0.203
37,0.070,0.599,0.056,0.401,0.056,0.563,0.068,0.437,0.068,0.307,0.292,0.201,0.200
38,0.072,0.596,0.057,0.404,0.057,0.563,0.069,0.437,0.069,0.304,0.292,0.203,0.202
39,0.076,0.595,0.059,0.405,0.059,0.563,0.070,0.437,0.070,0.302,0.293,0.202,0.203
40,0.080,0.597,0.058,0.403,0.058,0.566,0.071,0.434,0.071,0.304,0.293,0.202,0.201
41,0.084,0.601,0.056,0.399,0.056,0.570,0.070,0.430,0.070,0.309,0.292,0.201,0.198
42,0.087,0.603,0.058,0.397,0.058,0.569,0.071,0.431,0.071,0.308,0.294,0.198,0.199
43,0.094,0.602,0.057,0.398,0.057,0.570,0.072,0.430,0.072,0.306,0.296,0.198,0.200
44,0.104,0.602,0.055,0.398,0.055,0.569,0.073,0.431,0.073,0.302,0.300,0.197,0.201
45,0.109,0.605,0.056,0.395,0.056,0.567,0.074,0.433,0.074,0.301,0.304,0.194,0.201
46,0.120,0.604,0.058,0.396,0.058,0.566,0.075,0.434,0.075,0.297,0.306,0.193,0.203
47,0.127,0.601,0.057,0.399,0.057,0.561,0.074,0.439,0.074,0.291,0.310,0.191,0.208
48,0.128,0.607,0.054,0.393,0.054,0.567,0.070,0.433,0.070,0.298,0.309,0.191,0.202
49,0.136,0.609,0.051,0.391,0.051,0.573,0.071,0.427,0.071,0.301,0.308,0.191,0.200
50,0.136,0.606,0.053,0.394,0.053,0.571,0.071,0.429,0.071,0.298,0.308,0.192,0.202
51,0.144,0.603,0.055,0.397,0.055,0.566,0.071,0.434,0.071,0.292,0.311,0.191,0.206
52,0.149,0.600,0.057,0.400,0.057,0.561,0.071,0.439,0.071,0.287,0.313,0.190,0.210
53,0.155,0.601,0.058,0.399,0.058,0.565,0.073,0.435,0.073,0.287,0.314,0.190,0.209
54,0.158,0.601,0.057,0.399,0.057,0.570,0.073,0.430,0.073,0.289,0.312,0.191,0.208
55,0.168,0.603,0.058,0.397,0.058,0.574,0.070,0.426,0.070,0.291,0.312,0.191,0.206
56,0.174,0.602,0.059,0.398,0.059,0.575,0.072,0.425,0.072,0.288,0.314,0.191,0.207
57,0.182,0.602,0.060,0.398,0.060,0.575,0.070,0.425,0.070,0.287,0.315,0.190,0.209
58,0.189,0.604,0.059,0.396,0.059,0.575,0.072,0.425,0.072,0.285,0.319,0.188,0.208
59,0.201,0.605,0.060,0.395,0.060,0.580,0.071,0.420,0.071,0.288,0.318,0.189,0.206
60,0.208,0.606,0.062,0.394,0.062,0.581,0.071,0.419,0.071,0.288,0.319,0.188,0.206
61,0.214,0.608,0.061,0.392,0.061,0.585,0.071,0.415,0.071,0.290,0.318,0.187,0.205
62,0.219,0.607,0.063,0.393,0.063,0.584,0.072,0.416,0.072,0.288,0.320,0.187,0.206
63,0.227,0.607,0.064,0.393,0.064,0.586,0.072,0.414,0.072,0.286,0.321,0.187,0.205
64,0.226,0.607,0.066,0.393,0.066,0.587,0.072,0.413,0.072,0.288,0.319,0.188,0.205
65,0.241,0.609,0.066,0.391,0.066,0.588,0.071,0.412,0.071,0.287,0.321,0.187,0.205
66,0.253,0.612,0.065,0.388,0.065,0.588,0.072,0.412,0.072,0.286,0.326,0.183,0.205
67,0.256,0.610,0.066,0.390,0.066,0.585,0.073,0.415,0.073,0.283,0.327,0.182,0.207
68,0.271,0.608,0.067,0.392,0.067,0.589,0.072,0.411,0.072,0.282,0.326,0.185,0.207
69,0.282,0.612,0.067,0.388,0.067,0.589,0.073,0.411,0.073,0.281,0.330,0.182,0.206
70,0.282,0.609,0.068,0.391,0.068,0.587,0.072,0.413,0.072,0.280,0.329,0.183,0.208
71,0.302,0.616,0.067,0.384,0.067,0.588,0.072,0.412,0.072,0.281,0.335,0.179,0.205
72,0.319,0.617,0.067,0.383,0.067,0.585,0.072,0.415,0.072,0.277,0.340,0.176,0.207
73,0.334,0.621,0.067,0.379,0.067,0.582,0.073,0.418,0.073,0.275,0.346,0.172,0.207
74,0.344,0.623,0.069,0.377,0.069,0.581,0.074,0.419,0.074,0.273,0.350,0.169,0.207
75,0.356,0.621,0.070,0.379,0.070,0.583,0.075,0.417,0.075,0.271,0.350,0.170,0.209
76,0.366,0.623,0.070,0.377,0.070,0.579,0.075,0.421,0.075,0.269,0.354,0.166,0.211
77,0.384,0.626,0.070,0.374,0.070,0.577,0.075,0.423,0.075,0.268,0.358,0.164,0.210
78,0.399,0.626,0.072,0.374,0.072,0.575,0.076,0.425,0.076,0.264,0.362,0.162,0.212
79,0.408,0.629,0.071,0.371,0.071,0.575,0.076,0.425,0.076,0.264,0.365,0.160,0.211
80,0.419,0.633,0.068,0.367,0.068,0.574,0.077,0.426,0.077,0.263,0.369,0.157,0.211
81,0.437,0.635,0.068,0.365,0.068,0.573,0.077,0.427,0.077,0.261,0.374,0.154,0.211
82,0.445,0.637,0.068,0.363,0.068,0.575,0.075,0.425,0.075,0.263,0.374,0.154,0.209
83,0.449,0.639,0.069,0.361,0.069,0.575,0.073,0.425,0.073,0.266,0.373,0.154,0.207
84,0.463,0.638,0.070,0.362,0.070,0.573,0.073,0.427,0.073,0.264,0.375,0.152,0.209
85,0.467,0.638,0.069,0.362,0.069,0.574,0.075,0.426,0.075,0.261,0.377,0.151,0.210
86,0.479,0.636,0.070,0.364,0.070,0.574,0.076,0.426,0.076,0.258,0.379,0.151,0.212
87,0.483,0.637,0.070,0.363,0.070,0.574,0.077,0.426,0.077,0.256,0.381,0.150,0.213
88,0.515,0.638,0.070,0.362,0.070,0.577,0.075,0.423,0.075,0.257,0.381,0.150,0.212
89,0.526,0.638,0.071,0.362,0.071,0.579,0.073,0.421,0.073,0.257,0.381,0.151,0.211
90,0.536,0.639,0.071,0.361,0.071,0.579,0.074,0.421,0.074,0.255,0.384,0.150,0.211
91,0.563,0.638,0.072,0.362,0.072,0.580,0.074,0.420,0.074,0.253,0.386,0.149,0.213
92,0.589,0.637,0.073,0.363,0.073,0.578,0.075,0.422,0.075,0.248,0.390,0.147,0.216
93,0.602,0.640,0.074,0.360,0.074,0.578,0.075,0.422,0.075,0.247,0.393,0.145,0.215
94,0.613,0.642,0.073,0.358,0.073,0.580,0.075,0.420,0.075,0.250,0.392,0.145,0.212
95,0.625,0.642,0.074,0.358,0.074,0.579,0.075,0.421,0.075,0.248,0.394,0.144,0.213
96,0.638,0.641,0.074,0.359,0.074,0.579,0.076,0.421,0.076,0.245,0.396,0.144,0.215
97,0.651,0.644,0.074,0.356,0.074,0.577,0.077,0.423,0.077,0.243,0.402,0.141,0.215
98,0.663,0.646,0.074,0.354,0.074,0.581,0.076,0.419,0.076,0.245,0.400,0.142,0.213
99,0.668,0.647,0.073,0.353,0.073,0.581,0.076,0.419,0.076,0.245,0.402,0.141,0.212
100,0.675,0.646,0.073,0.354,0.073,0.582,0.077,0.418,0.077,0.244,0.402,0.141,0.213
101,0.681,0.644,0.074,0.356,0.074,0.581,0.077,0.419,0.077,0.242,0.402,0.141,0.215
102,0.689,0.646,0.073,0.354,0.073,0.580,0.078,0.420,0.078,0.242,0.405,0.139,0.215
103,0.707,0.650,0.073,0.350,0.073,0.580,0.077,0.420,0.077,0.242,0.408,0.137,0.213
104,0.714,0.652,0.073,0.348,0.073,0.578,0.077,0.422,0.077,0.241,0.411,0.135,0.212
105,0.730,0.651,0.074,0.349,0.074,0.576,0.077,0.424,0.077,0.238,0.413,0.135,0.213
106,0.752,0.654,0.073,0.346,0.073,0.576,0.078,0.424,0.078,0.236,0.418,0.133,0.213
107,0.766,0.653,0.074,0.347,0.074,0.574,0.079,0.426,0.079,0.232,0.421,0.133,0.214
108,0.759,0.655,0.075,0.345,0.075,0.575,0.076,0.425,0.076,0.236,0.420,0.133,0.212
109,0.757,0.658,0.074,0.342,0.074,0.576,0.076,0.424,0.076,0.237,0.421,0.132,0.210
110,0.757,0.659,0.074,0.341,0.074,0.576,0.078,0.424,0.078,0.236,0.423,0.131,0.210
111,0.763,0.658,0.075,0.342,0.075,0.574,0.078,0.426,0.078,0.234,0.424,0.130,0.212
112,0.773,0.657,0.076,0.343,0.076,0.572,0.077,0.428,0.077,0.232,0.425,0.130,0.213
113,0.785,0.657,0.077,0.343,0.077,0.574,0.077,0.426,0.077,0.231,0.426,0.130,0.213
114,0.779,0.658,0.077,0.342,0.077,0.575,0.077,0.425,0.077,0.233,0.425,0.130,0.211
115,0.789,0.660,0.076,0.340,0.076,0.575,0.078,0.425,0.078,0.231,0.428,0.129,0.211
116,0.810,0.661,0.076,0.339,0.076,0.579,0.078,0.421,0.078,0.233,0.428,0.129,0.210
117,0.843,0.665,0.074,0.335,0.074,0.579,0.078,0.421,0.078,0.231,0.434,0.126,0.209
118,0.868,0.666,0.074,0.334,0.074,0.578,0.079,0.422,0.079,0.229,0.437,0.124,0.210
119,0.866,0.663,0.075,0.337,0.075,0.575,0.081,0.425,0.081,0.225,0.438,0.123,0.213
120,0.874,0.667,0.075,0.333,0.075,0.576,0.081,0.424,0.081,0.225,0.442,0.122,0.211
121,0.890,0.668,0.075,0.332,0.075,0.575,0.081,0.425,0.081,0.222,0.446,0.121,0.211
122,0.900,0.668,0.076,0.332,0.076,0.575,0.082,0.425,0.082,0.221,0.447,0.120,0.212
123,0.920,0.671,0.077,0.329,0.077,0.575,0.083,0.425,0.083,0.220,0.451,0.118,0.211
124,0.936,0.674,0.076,0.326,0.076,0.576,0.084,0.424,0.084,0.220,0.454,0.117,0.210
125,0.946,0.674,0.077,0.326,0.077,0.575,0.084,0.425,0.084,0.218,0.456,0.116,0.210
126,0.964,0.673,0.078,0.327,0.078,0.575,0.083,0.425,0.083,0.216,0.457,0.116,0.211
127,0.970,0.673,0.078,0.327,0.078,0.575,0.084,0.425,0.084,0.215,0.457,0.116,0.211
128,0.985,0.675,0.079,0.325,0.079,0.573,0.084,0.427,0.084,0.213,0.462,0.114,0.211
129,0.990,0.675,0.078,0.325,0.078,0.572,0.084,0.428,0.084,0.212,0.463,0.114,0.211
130,1.006,0.676,0.078,0.324,0.078,0.573,0.084,0.427,0.084,0.211,0.465,0.114,0.210
131,1.033,0.673,0.079,0.327,0.079,0.574,0.084,0.426,0.084,0.209,0.464,0.114,0.213
132,1.052,0.678,0.077,0.322,0.077,0.573,0.085,0.427,0.085,0.208,0.470,0.111,0.211
133,1.062,0.679,0.077,0.321,0.077,0.575,0.084,0.425,0.084,0.211,0.469,0.111,0.209
134,1.063,0.680,0.077,0.320,0.077,0.575,0.085,0.425,0.085,0.209,0.471,0.110,0.210
135,1.080,0.678,0.076,0.322,0.076,0.575,0.086,0.425,0.086,0.206,0.473,0.109,0.212
136,1.097,0.679,0.076,0.321,0.076,0.574,0.085,0.426,0.085,0.205,0.474,0.109,0.212
137,1.106,0.682,0.075,0.318,0.075,0.576,0.084,0.424,0.084,0.207,0.475,0.108,0.210
138,1.117,0.683,0.075,0.317,0.075,0.576,0.085,0.424,0.085,0.206,0.477,0.107,0.210
139,1.136,0.685,0.074,0.315,0.074,0.575,0.086,0.425,0.086,0.205,0.481,0.105,0.210
140,1.151,0.687,0.072,0.313,0.072,0.575,0.087,0.425,0.087,0.203,0.484,0.103,0.210
141,1.159,0.687,0.073,0.313,0.073,0.576,0.086,0.424,0.086,0.203,0.484,0.103,0.210
142,1.156,0.688,0.073,0.312,0.073,0.575,0.086,0.425,0.086,0.203,0.485,0.103,0.209
143,1.158,0.688,0.074,0.312,0.074,0.577,0.085,0.423,0.085,0.205,0.483,0.104,0.208
144,1.176,0.690,0.073,0.310,0.073,0.578,0.086,0.422,0.086,0.204,0.487,0.102,0.207
145,1.179,0.689,0.073,0.311,0.073,0.577,0.084,0.423,0.084,0.206,0.482,0.104,0.207
146,1.200,0.689,0.073,0.311,0.073,0.578,0.084,0.422,0.084,0.206,0.483,0.104,0.207
147,1.195,0.689,0.073,0.311,0.073,0.578,0.085,0.422,0.085,0.205,0.483,0.103,0.208
148,1.216,0.687,0.073,0.313,0.073,0.579,0.084,0.421,0.084,0.207,0.480,0.105,0.208
149,1.221,0.686,0.074,0.314,0.074,0.579,0.082,0.421,0.082,0.208,0.479,0.106,0.208
150,1.250,0.686,0.075,0.314,0.075,0.578,0.082,0.422,0.082,0.205,0.481,0.105,0.208
151,1.238,0.687,0.074,0.313,0.074,0.578,0.080,0.422,0.080,0.206,0.481,0.106,0.208
152,1.264,0.684,0.075,0.316,0.075,0.579,0.081,0.421,0.081,0.203,0.480,0.106,0.210
153,1.256,0.684,0.075,0.316,0.075,0.579,0.081,0.421,0.081,0.203,0.481,0.106,0.210
154,1.257,0.687,0.074,0.313,0.074,0.578,0.081,0.422,0.081,0.203,0.483,0.105,0.208
155,1.277,0.688,0.075,0.312,0.075,0.579,0.080,0.421,0.080,0.206,0.482,0.106,0.207
156,1.287,0.687,0.075,0.313,0.075,0.576,0.080,0.424,0.080,0.203,0.485,0.104,0.208
157,1.302,0.689,0.075,0.311,0.075,0.575,0.081,0.425,0.081,0.200,0.488,0.103,0.209
158,1.308,0.691,0.075,0.309,0.075,0.575,0.081,0.425,0.081,0.200,0.491,0.102,0.208
159,1.323,0.692,0.075,0.308,0.075,0.578,0.080,0.422,0.080,0.204,0.488,0.103,0.205
160,1.327,0.695,0.073,0.305,0.073,0.576,0.081,0.424,0.081,0.203,0.491,0.100,0.205
161,1.338,0.695,0.073,0.305,0.073,0.577,0.081,0.423,0.081,0.203,0.492,0.100,0.205
162,1.335,0.695,0.073,0.305,0.073,0.576,0.082,0.424,0.082,0.201,0.494,0.100,0.206
163,1.362,0.698,0.071,0.302,0.071,0.577,0.080,0.423,0.080,0.208,0.490,0.100,0.202
164,1.371,0.700,0.071,0.300,0.071,0.577,0.080,0.423,0.080,0.208,0.492,0.099,0.200
165,1.395,0.700,0.072,0.300,0.072,0.577,0.081,0.423,0.081,0.206,0.494,0.098,0.201
166,1.398,0.701,0.072,0.299,0.072,0.579,0.080,0.421,0.080,0.207,0.494,0.099,0.200
167,1.390,0.701,0.072,0.299,0.072,0.580,0.078,0.420,0.078,0.212,0.488,0.102,0.198
168,1.393,0.701,0.072,0.299,0.072,0.578,0.079,0.422,0.079,0.209,0.493,0.101,0.198
169,1.406,0.702,0.073,0.298,0.073,0.581,0.077,0.419,0.077,0.213,0.488,0.102,0.196
170,1.411,0.703,0.073,0.297,0.073,0.582,0.076,0.418,0.076,0.218,0.485,0.103,0.194
171,1.424,0.703,0.072,0.297,0.072,0.584,0.074,0.416,0.074,0.218,0.485,0.104,0.193
172,1.443,0.703,0.073,0.297,0.073,0.584,0.075,0.416,0.075,0.216,0.487,0.104,0.193
173,1.454,0.704,0.071,0.296,0.071,0.585,0.075,0.415,0.075,0.216,0.488,0.103,0.193
174,1.450,0.704,0.071,0.296,0.071,0.585,0.075,0.415,0.075,0.215,0.489,0.103,0.193
175,1.459,0.703,0.070,0.297,0.070,0.586,0.076,0.414,0.076,0.216,0.487,0.103,0.194
176,1.463,0.702,0.071,0.298,0.071,0.586,0.076,0.414,0.076,0.215,0.487,0.104,0.195
177,1.488,0.703,0.070,0.297,0.070,0.584,0.077,0.416,0.077,0.211,0.492,0.102,0.196
178,1.485,0.705,0.070,0.295,0.070,0.584,0.076,0.416,0.076,0.211,0.494,0.101,0.195
179,1.490,0.704,0.070,0.296,0.070,0.584,0.077,0.416,0.077,0.209,0.495,0.101,0.195
180,1.499,0.706,0.070,0.294,0.070,0.585,0.076,0.415,0.076,0.210,0.496,0.100,0.194
181,1.508,0.705,0.070,0.295,0.070,0.584,0.075,0.416,0.075,0.209,0.497,0.101,0.194
182,1.510,0.707,0.070,0.293,0.070,0.584,0.075,0.416,0.075,0.209,0.498,0.100,0.193
183,1.510,0.707,0.069,0.293,0.069,0.585,0.076,0.415,0.076,0.208,0.499,0.100,0.193
184,1.520,0.709,0.070,0.291,0.070,0.584,0.077,0.416,0.077,0.206,0.502,0.099,0.193
185,1.534,0.709,0.070,0.291,0.070,0.583,0.078,0.417,0.078,0.204,0.505,0.098,0.194
186,1.537,0.708,0.071,0.292,0.071,0.583,0.077,0.417,0.077,0.202,0.507,0.097,0.194
187,1.549,0.707,0.070,0.293,0.070,0.582,0.077,0.418,0.077,0.200,0.507,0.097,0.196
188,1.564,0.709,0.070,0.291,0.070,0.582,0.077,0.418,0.077,0.198,0.510,0.096,0.196
189,1.587,0.708,0.071,0.292,0.071,0.584,0.075,0.416,0.075,0.202,0.506,0.097,0.195
190,1.582,0.710,0.069,0.290,0.069,0.584,0.075,0.416,0.075,0.202,0.508,0.096,0.194
191,1.581,0.709,0.069,0.291,0.069,0.583,0.076,0.417,0.076,0.200,0.509,0.096,0.195
192,1.575,0.710,0.069,0.290,0.069,0.584,0.076,0.416,0.076,0.205,0.505,0.097,0.193
193,1.576,0.710,0.070,0.290,0.070,0.584,0.076,0.416,0.076,0.203,0.507,0.096,0.194
194,1.581,0.710,0.069,0.290,0.069,0.582,0.077,0.418,0.077,0.200,0.510,0.095,0.195
195,1.603,0.710,0.069,0.290,0.069,0.583,0.078,0.417,0.078,0.198,0.512,0.094,0.196
196,1.611,0.709,0.070,0.291,0.070,0.584,0.077,0.416,0.077,0.201,0.508,0.095,0.196
197,1.612,0.711,0.070,0.289,0.070,0.583,0.078,0.417,0.078,0.199,0.512,0.093,0.196
198,1.618,0.711,0.070,0.289,0.070,0.582,0.079,0.418,0.079,0.197,0.514,0.092,0.197
199,1.619,0.708,0.070,0.292,0.070,0.584,0.078,0.416,0.078,0.197,0.511,0.094,0.198
200,1.642,0.708,0.071,0.292,0.071,0.584,0.079,0.416,0.079,0.194,0.514,0.093,0.199
201,1.639,0.707,0.071,0.293,0.071,0.583,0.079,0.417,0.079,0.192,0.515,0.093,0.201
202,1.650,0.707,0.072,0.293,0.072,0.582,0.080,0.418,0.080,0.189,0.518,0.092,0.202
203,1.653,0.709,0.070,0.291,0.070,0.580,0.081,0.420,0.081,0.188,0.521,0.090,0.201
204,1.660,0.709,0.070,0.291,0.070,0.583,0.079,0.417,0.079,0.192,0.518,0.092,0.199
205,1.667,0.709,0.070,0.291,0.070,0.582,0.079,0.418,0.079,0.190,0.519,0.091,0.200
206,1.675,0.711,0.070,0.289,0.070,0.582,0.079,0.418,0.079,0.188,0.523,0.090,0.200
207,1.687,0.712,0.070,0.288,0.070,0.583,0.079,0.417,0.079,0.188,0.523,0.090,0.198
208,1.677,0.712,0.070,0.288,0.070,0.581,0.080,0.419,0.080,0.186,0.526,0.089,0.199
209,1.673,0.714,0.069,0.286,0.069,0.579,0.080,0.421,0.080,0.185,0.529,0.088,0.198
210,1.682,0.717,0.068,0.283,0.068,0.581,0.077,0.419,0.077,0.195,0.522,0.089,0.193
211,1.679,0.717,0.068,0.283,0.068,0.583,0.077,0.417,0.077,0.198,0.520,0.091,0.192
212,1.695,0.719,0.068,0.281,0.068,0.582,0.077,0.418,0.077,0.195,0.523,0.089,0.192
213,1.700,0.720,0.068,0.280,0.068,0.582,0.077,0.418,0.077,0.195,0.525,0.089,0.191
214,1.705,0.718,0.068,0.282,0.068,0.583,0.078,0.417,0.078,0.192,0.526,0.089,0.194
215,1.702,0.718,0.068,0.282,0.068,0.583,0.078,0.417,0.078,0.192,0.526,0.089,0.193
216,1.702,0.717,0.069,0.283,0.069,0.581,0.078,0.419,0.078,0.194,0.523,0.089,0.194
217,1.706,0.716,0.069,0.284,0.069,0.579,0.078,0.421,0.078,0.191,0.525,0.089,0.195
218,1.727,0.716,0.070,0.284,0.070,0.581,0.078,0.419,0.078,0.190,0.526,0.089,0.196
219,1.740,0.718,0.069,0.282,0.069,0.579,0.078,0.421,0.078,0.188,0.530,0.087,0.195
220,1.742,0.718,0.069,0.282,0.069,0.579,0.079,0.421,0.079,0.187,0.531,0.086,0.196
221,1.747,0.720,0.069,0.280,0.069,0.580,0.077,0.420,0.077,0.189,0.531,0.086,0.193
222,1.750,0.721,0.068,0.279,0.068,0.581,0.078,0.419,0.078,0.189,0.532,0.086,0.193
223,1.751,0.722,0.068,0.278,0.068,0.579,0.077,0.421,0.077,0.188,0.533,0.086,0.192
224,1.754,0.721,0.068,0.279,0.068,0.578,0.078,0.422,0.078,0.186,0.535,0.085,0.193
225,1.761,0.723,0.067,0.277,0.067,0.576,0.079,0.424,0.079,0.184,0.539,0.084,0.193
226,1.776,0.724,0.067,0.276,0.067,0.574,0.079,0.426,0.079,0.181,0.542,0.082,0.194
227,1.801,0.724,0.066,0.276,0.066,0.575,0.080,0.425,0.080,0.179,0.545,0.081,0.195
228,1.809,0.726,0.066,0.274,0.066,0.574,0.080,0.426,0.080,0.178,0.547,0.080,0.194
229,1.829,0.725,0.066,0.275,0.066,0.574,0.080,0.426,0.080,0.177,0.548,0.080,0.195
230,1.850,0.726,0.066,0.274,0.066,0.574,0.080,0.426,0.080,0.176,0.550,0.079,0.194
231,1.876,0.727,0.067,0.273,0.067,0.573,0.081,0.427,0.081,0.173,0.554,0.078,0.195
232,1.873,0.727,0.067,0.273,0.067,0.572,0.082,0.428,0.082,0.171,0.556,0.078,0.195
233,1.879,0.727,0.067,0.273,0.067,0.571,0.083,0.429,0.083,0.169,0.558,0.077,0.196
234,1.873,0.729,0.067,0.271,0.067,0.570,0.083,0.430,0.083,0.169,0.560,0.076,0.195
235,1.898,0.731,0.067,0.269,0.067,0.570,0.084,0.430,0.084,0.167,0.564,0.074,0.195
236,1.917,0.731,0.067,0.269,0.067,0.571,0.083,0.429,0.083,0.167,0.564,0.075,0.194
237,1.927,0.732,0.067,0.268,0.067,0.571,0.083,0.429,0.083,0.166,0.565,0.074,0.194
238,1.942,0.732,0.068,0.268,0.068,0.571,0.084,0.429,0.084,0.164,0.568,0.073,0.195
239,1.938,0.734,0.068,0.266,0.068,0.569,0.085,0.431,0.085,0.162,0.571,0.072,0.195
240,1.940,0.733,0.068,0.267,0.068,0.569,0.085,0.431,0.085,0.161,0.572,0.072,0.195
241,1.966,0.734,0.069,0.266,0.069,0.569,0.085,0.431,0.085,0.160,0.573,0.072,0.195
242,1.957,0.735,0.067,0.265,0.067,0.568,0.085,0.432,0.085,0.159,0.577,0.071,0.194
243,1.959,0.736,0.066,0.264,0.066,0.569,0.084,0.431,0.084,0.161,0.575,0.071,0.192
244,1.965,0.737,0.066,0.263,0.066,0.569,0.084,0.431,0.084,0.162,0.576,0.071,0.192
245,1.964,0.739,0.066,0.261,0.066,0.569,0.084,0.431,0.084,0.162,0.578,0.070,0.191
246,1.978,0.739,0.066,0.261,0.066,0.569,0.084,0.431,0.084,0.162,0.578,0.070,0.190
247,2.005,0.740,0.066,0.260,0.066,0.570,0.083,0.430,0.083,0.163,0.578,0.071,0.189
248,2.024,0.741,0.066,0.259,0.066,0.571,0.084,0.429,0.084,0.161,0.579,0.070,0.189
249,2.033,0.741,0.067,0.259,0.067,0.573,0.083,0.427,0.083,0.163,0.577,0.071,0.188
250,2.053,0.742,0.066,0.258,0.066,0.574,0.081,0.426,0.081,0.169,0.573,0.072,0.186
251,2.065,0.745,0.065,0.255,0.065,0.574,0.081,0.426,0.081,0.169,0.576,0.071,0.184
252,2.081,0.747,0.065,0.253,0.065,0.574,0.080,0.426,0.080,0.167,0.579,0.070,0.183
253,2.085,0.747,0.065,0.253,0.065,0.574,0.080,0.426,0.080,0.166,0.581,0.070,0.183
254,2.103,0.747,0.064,0.253,0.064,0.572,0.081,0.428,0.081,0.163,0.584,0.069,0.184
