Time,Node-Strength-Variance,P1_Strategy1-Mean,P1_Strategy1-Variance,P1_Strategy2-Mean,P1_Strategy2-Variance,P2_Strategy1-Mean,P2_Strategy1-Variance,P2_Strategy2-Mean,P2_Strategy2-Variance,0-0,0-1,1-0,1-1
22,0.031,0.574,0.068,0.426,0.068,0.550,0.053,0.450,0.053,0.302,0.272,0.226,0.200
23,0.034,0.571,0.067,0.429,0.067,0.558,0.054,0.442,0.054,0.302,0.269,0.230,0.199
24,0.039,0.578,0.064,0.422,0.064,0.557,0.052,0.443,0.052,0.303,0.275,0.224,0.198
25,0.043,0.591,0.059,0.409,0.059,0.555,0.054,0.445,0.054,0.308,0.283,0.215,0.194
26,0.045,0.598,0.060,0.402,0.060,0.552,0.053,0.448,0.053,0.310,0.288,0.210,0.192
27,0.050,0.599,0.058,0.401,0.058,0.548,0.055,0.452,0.055,0.306,0.294,0.207,0.194
28,0.052,0.595,0.060,0.405,0.060,0.544,0.057,0.456,0.057,0.300,0.294,0.208,0.197
29,0.051,0.600,0.061,0.400,0.061,0.544,0.056,0.456,0.056,0.304,0.297,0.205,0.195
30,0.054,0.596,0.061,0.404,0.061,0.547,0.057,0.453,0.057,0.301,0.295,0.207,0.197
31,0.056,0.605,0.061,0.395,0.061,0.546,0.061,0.454,0.061,0.301,0.303,0.201,0.194
32,0.057,0.611,0.062,0.389,0.062,0.545,0.062,0.455,0.062,0.303,0.308,0.197,0.191
33,0.062,0.611,0.062,0.389,0.062,0.550,0.061,0.450,0.061,0.304,0.307,0.199,0.190
34,0.066,0.613,0.059,0.387,0.059,0.558,0.060,0.442,0.060,0.309,0.305,0.200,0.187
35,0.069,0.617,0.060,0.383,0.060,0.560,0.061,0.440,0.061,0.309,0.307,0.198,0.185
36,0.074,0.616,0.058,0.384,0.058,0.562,0.061,0.438,0.061,0.309,0.308,0.199,0.184
37,0.078,0.617,0.057,0.383,0.057,0.562,0.060,0.438,0.060,0.308,0.309,0.198,0.185
38,0.084,0.611,0.058,0.389,0.058,0.558,0.060,0.442,0.060,0.301,0.310,0.199,0.190
39,0.089,0.612,0.061,0.388,0.061,0.559,0.060,0.441,0.060,0.300,0.312,0.198,0.190
40,0.090,0.615,0.062,0.385,0.062,0.560,0.061,0.440,0.061,0.301,0.314,0.197,0.189
41,0.092,0.615,0.062,0.385,0.062,0.564,0.061,0.436,0.061,0.303,0.312,0.197,0.188
42,0.102,0.617,0.064,0.383,0.064,0.561,0.063,0.439,0.063,0.299,0.318,0.193,0.190
43,0.106,0.618,0.066,0.382,0.066,0.555,0.062,0.445,0.062,0.296,0.322,0.190,0.192
44,0.111,0.615,0.068,0.385,0.068,0.555,0.063,0.445,0.063,0.292,0.323,0.191,0.194
45,0.114,0.610,0.069,0.390,0.069,0.556,0.062,0.444,0.062,0.290,0.320,0.193,0.197
46,0.118,0.609,0.071,0.391,0.071,0.560,0.062,0.440,0.062,0.291,0.318,0.195,0.196
47,0.122,0.609,0.073,0.391,0.073,0.564,0.060,0.436,0.060,0.293,0.317,0.196,0.195
48,0.124,0.607,0.074,0.393,0.074,0.561,0.058,0.439,0.058,0.291,0.316,0.196,0.197
49,0.134,0.611,0.074,0.389,0.074,0.563,0.060,0.437,0.060,0.290,0.321,0.194,0.195
50,0.138,0.611,0.074,0.389,0.074,0.568,0.061,0.432,0.061,0.292,0.319,0.195,0.193
51,0.143,0.611,0.075,0.389,0.075,0.572,0.062,0.428,0.062,0.293,0.319,0.197,0.192
52,0.149,0.609,0.077,0.391,0.077,0.571,0.063,0.429,0.063,0.289,0.321,0.196,0.195
53,0.154,0.603,0.078,0.397,0.078,0.573,0.062,0.427,0.062,0.287,0.316,0.200,0.197
54,0.160,0.603,0.079,0.397,0.079,0.575,0.064,0.425,0.064,0.286,0.317,0.200,0.197
55,0.170,0.604,0.077,0.396,0.077,0.574,0.063,0.426,0.063,0.285,0.319,0.198,0.198
56,0.170,0.603,0.077,0.397,0.077,0.572,0.064,0.428,0.064,0.282,0.321,0.199,0.199
57,0.174,0.604,0.078,0.396,0.078,0.576,0.062,0.424,0.062,0.285,0.318,0.199,0.197
58,0.179,0.608,0.077,0.392,0.077,0.576,0.062,0.424,0.062,0.287,0.321,0.197,0.195
59,0.180,0.607,0.077,0.393,0.077,0.576,0.062,0.424,0.062,0.286,0.320,0.198,0.196
60,0.185,0.607,0.079,0.393,0.079,0.572,0.062,0.428,0.062,0.284,0.323,0.196,0.198
61,0.190,0.615,0.074,0.385,0.074,0.574,0.061,0.426,0.061,0.289,0.326,0.191,0.194
62,0.197,0.616,0.075,0.384,0.075,0.572,0.062,0.428,0.062,0.286,0.329,0.190,0.195
63,0.203,0.609,0.074,0.391,0.074,0.574,0.064,0.426,0.064,0.282,0.327,0.192,0.199
64,0.208,0.608,0.074,0.392,0.074,0.576,0.060,0.424,0.060,0.284,0.323,0.193,0.199
65,0.220,0.609,0.074,0.391,0.074,0.572,0.061,0.428,0.061,0.280,0.328,0.190,0.201
66,0.229,0.607,0.075,0.393,0.075,0.570,0.061,0.430,0.061,0.277,0.329,0.190,0.204
67,0.238,0.603,0.076,0.397,0.076,0.573,0.061,0.427,0.061,0.276,0.327,0.192,0.205
68,0.245,0.608,0.075,0.392,0.075,0.573,0.062,0.427,0.062,0.278,0.330,0.189,0.203
69,0.247,0.610,0.076,0.390,0.076,0.572,0.063,0.428,0.063,0.276,0.333,0.188,0.203
70,0.258,0.609,0.073,0.391,0.073,0.572,0.064,0.428,0.064,0.275,0.334,0.186,0.205
71,0.260,0.607,0.073,0.393,0.073,0.576,0.064,0.424,0.064,0.276,0.331,0.189,0.204
72,0.275,0.613,0.072,0.387,0.072,0.575,0.064,0.425,0.064,0.276,0.336,0.184,0.203
73,0.288,0.615,0.069,0.385,0.069,0.577,0.064,0.423,0.064,0.277,0.338,0.182,0.203
74,0.304,0.615,0.068,0.385,0.068,0.578,0.065,0.422,0.065,0.275,0.340,0.181,0.205
75,0.312,0.617,0.067,0.383,0.067,0.578,0.066,0.422,0.066,0.275,0.342,0.179,0.205
76,0.331,0.620,0.066,0.380,0.066,0.582,0.065,0.418,0.065,0.277,0.343,0.177,0.203
77,0.343,0.621,0.067,0.379,0.067,0.585,0.066,0.415,0.066,0.276,0.345,0.177,0.202
78,0.349,0.618,0.067,0.382,0.067,0.585,0.065,0.415,0.065,0.274,0.344,0.178,0.204
79,0.360,0.617,0.068,0.383,0.068,0.584,0.064,0.416,0.064,0.272,0.345,0.178,0.205
80,0.369,0.615,0.069,0.385,0.069,0.584,0.065,0.416,0.065,0.270,0.345,0.178,0.207
81,0.373,0.616,0.069,0.384,0.069,0.584,0.066,0.416,0.066,0.269,0.347,0.177,0.207
82,0.382,0.615,0.070,0.385,0.070,0.583,0.065,0.417,0.065,0.267,0.348,0.177,0.208
83,0.390,0.618,0.070,0.382,0.070,0.585,0.063,0.415,0.063,0.271,0.347,0.176,0.206
84,0.394,0.616,0.072,0.384,0.072,0.583,0.063,0.417,0.063,0.268,0.348,0.176,0.208
85,0.408,0.619,0.071,0.381,0.071,0.585,0.065,0.415,0.065,0.269,0.350,0.174,0.207
86,0.413,0.619,0.071,0.381,0.071,0.584,0.065,0.416,0.065,0.268,0.351,0.173,0.208
87,0.431,0.621,0.071,0.379,0.071,0.583,0.066,0.417,0.066,0.265,0.356,0.170,0.209
88,0.447,0.624,0.070,0.376,0.070,0.584,0.064,0.416,0.064,0.267,0.357,0.168,0.208
89,0.472,0.628,0.071,0.372,0.071,0.584,0.065,0.416,0.065,0.266,0.361,0.165,0.208
90,0.489,0.633,0.071,0.367,0.071,0.585,0.064,0.415,0.064,0.268,0.365,0.163,0.204
91,0.507,0.635,0.070,0.365,0.070,0.585,0.064,0.415,0.064,0.267,0.368,0.162,0.203
92,0.526,0.634,0.071,0.366,0.071,0.584,0.064,0.416,0.064,0.265,0.369,0.160,0.206
93,0.543,0.635,0.072,0.365,0.072,0.584,0.064,0.416,0.064,0.265,0.370,0.158,0.207
94,0.541,0.637,0.071,0.363,0.071,0.584,0.062,0.416,0.062,0.267,0.371,0.158,0.205
95,0.549,0.639,0.071,0.361,0.071,0.585,0.062,0.415,0.062,0.268,0.370,0.157,0.204
96,0.569,0.640,0.071,0.360,0.071,0.587,0.060,0.413,0.060,0.271,0.369,0.157,0.203
97,0.575,0.641,0.071,0.359,0.071,0.587,0.061,0.413,0.061,0.269,0.372,0.156,0.203
98,0.575,0.643,0.072,0.357,0.072,0.588,0.060,0.412,0.060,0.271,0.371,0.156,0.201
99,0.574,0.640,0.072,0.360,0.072,0.582,0.060,0.418,0.060,0.267,0.373,0.155,0.205
100,0.583,0.643,0.073,0.357,0.073,0.580,0.061,0.420,0.061,0.265,0.378,0.153,0.204
101,0.582,0.645,0.072,0.355,0.072,0.582,0.061,0.418,0.061,0.267,0.377,0.153,0.203
102,0.587,0.647,0.072,0.353,0.072,0.580,0.061,0.420,0.061,0.267,0.380,0.150,0.203
103,0.589,0.648,0.073,0.352,0.073,0.580,0.062,0.420,0.062,0.266,0.382,0.149,0.202
104,0.587,0.649,0.073,0.351,0.073,0.582,0.061,0.418,0.061,0.269,0.380,0.150,0.201
105,0.595,0.647,0.074,0.353,0.074,0.581,0.063,0.419,0.063,0.266,0.382,0.150,0.203
106,0.605,0.646,0.074,0.354,0.074,0.585,0.062,0.415,0.062,0.268,0.378,0.152,0.202
107,0.611,0.649,0.074,0.351,0.074,0.584,0.063,0.416,0.063,0.268,0.381,0.150,0.202
108,0.621,0.650,0.074,0.350,0.074,0.585,0.064,0.415,0.064,0.267,0.383,0.148,0.202
109,0.642,0.651,0.074,0.349,0.074,0.586,0.064,0.414,0.064,0.267,0.384,0.149,0.201
110,0.668,0.654,0.075,0.346,0.075,0.588,0.062,0.412,0.062,0.269,0.384,0.147,0.199
111,0.672,0.649,0.075,0.351,0.075,0.586,0.062,0.414,0.062,0.265,0.385,0.149,0.202
112,0.686,0.647,0.075,0.353,0.075,0.586,0.062,0.414,0.062,0.264,0.383,0.149,0.203
113,0.706,0.651,0.075,0.349,0.075,0.585,0.063,0.415,0.063,0.262,0.389,0.146,0.203
114,0.710,0.652,0.075,0.348,0.075,0.584,0.064,0.416,0.064,0.260,0.391,0.145,0.203
115,0.717,0.654,0.074,0.346,0.074,0.582,0.065,0.418,0.065,0.258,0.396,0.143,0.203
116,0.721,0.653,0.074,0.347,0.074,0.580,0.065,0.420,0.065,0.256,0.397,0.143,0.204
117,0.739,0.652,0.075,0.348,0.075,0.580,0.066,0.420,0.066,0.254,0.398,0.142,0.206
118,0.743,0.652,0.076,0.348,0.076,0.581,0.066,0.419,0.066,0.253,0.399,0.143,0.206
119,0.766,0.654,0.076,0.346,0.076,0.583,0.064,0.417,0.064,0.252,0.402,0.141,0.205
120,0.787,0.656,0.075,0.344,0.075,0.585,0.064,0.415,0.064,0.254,0.403,0.140,0.204
121,0.785,0.656,0.075,0.344,0.075,0.588,0.063,0.412,0.063,0.255,0.400,0.141,0.203
122,0.802,0.658,0.074,0.342,0.074,0.586,0.063,0.414,0.063,0.254,0.404,0.139,0.203
123,0.810,0.659,0.075,0.341,0.075,0.584,0.064,0.416,0.064,0.251,0.408,0.138,0.203
124,0.810,0.660,0.075,0.340,0.075,0.583,0.063,0.417,0.063,0.252,0.408,0.137,0.203
125,0.812,0.661,0.076,0.339,0.076,0.584,0.064,0.416,0.064,0.251,0.410,0.137,0.202
126,0.822,0.664,0.075,0.336,0.075,0.583,0.065,0.417,0.065,0.250,0.414,0.135,0.200
127,0.821,0.664,0.075,0.336,0.075,0.582,0.066,0.418,0.066,0.249,0.415,0.135,0.201
128,0.843,0.663,0.075,0.337,0.075,0.581,0.066,0.419,0.066,0.246,0.418,0.134,0.203
129,0.852,0.664,0.077,0.336,0.077,0.580,0.068,0.420,0.068,0.242,0.421,0.133,0.204
130,0.865,0.665,0.076,0.335,0.076,0.584,0.066,0.416,0.066,0.248,0.417,0.134,0.202
131,0.886,0.665,0.076,0.335,0.076,0.583,0.067,0.417,0.067,0.244,0.421,0.133,0.203
132,0.902,0.666,0.076,0.334,0.076,0.584,0.067,0.416,0.067,0.243,0.423,0.132,0.202
133,0.914,0.669,0.077,0.331,0.077,0.584,0.068,0.416,0.068,0.242,0.427,0.129,0.202
134,0.914,0.671,0.076,0.329,0.076,0.584,0.069,0.416,0.069,0.241,0.429,0.128,0.202
135,0.927,0.672,0.076,0.328,0.076,0.583,0.070,0.417,0.070,0.239,0.433,0.126,0.202
136,0.915,0.676,0.076,0.324,0.076,0.582,0.070,0.418,0.070,0.240,0.435,0.124,0.200
137,0.933,0.676,0.076,0.324,0.076,0.581,0.070,0.419,0.070,0.238,0.438,0.124,0.200
138,0.957,0.675,0.077,0.325,0.077,0.584,0.069,0.416,0.069,0.241,0.433,0.125,0.201
139,0.954,0.674,0.078,0.326,0.078,0.586,0.068,0.414,0.068,0.244,0.431,0.126,0.200
140,0.965,0.674,0.079,0.326,0.079,0.584,0.068,0.416,0.068,0.241,0.434,0.125,0.201
141,0.973,0.674,0.080,0.326,0.080,0.584,0.069,0.416,0.069,0.239,0.435,0.125,0.202
142,0.973,0.674,0.080,0.326,0.080,0.584,0.069,0.416,0.069,0.238,0.437,0.124,0.201
143,0.974,0.675,0.081,0.325,0.081,0.584,0.070,0.416,0.070,0.237,0.438,0.124,0.201
144,0.984,0.676,0.081,0.324,0.081,0.587,0.069,0.413,0.069,0.238,0.438,0.124,0.200
145,0.987,0.677,0.081,0.323,0.081,0.587,0.070,0.413,0.070,0.237,0.440,0.123,0.200
146,1.016,0.676,0.082,0.324,0.082,0.588,0.070,0.412,0.070,0.234,0.442,0.122,0.201
147,1.020,0.676,0.082,0.324,0.082,0.590,0.071,0.410,0.071,0.234,0.442,0.123,0.201
148,1.011,0.678,0.081,0.322,0.081,0.590,0.072,0.410,0.072,0.234,0.444,0.122,0.200
149,1.027,0.679,0.080,0.321,0.080,0.589,0.072,0.411,0.072,0.232,0.448,0.120,0.200
150,1.046,0.680,0.079,0.320,0.079,0.587,0.074,0.413,0.074,0.228,0.452,0.118,0.203
151,1.073,0.681,0.078,0.319,0.078,0.585,0.075,0.415,0.075,0.225,0.457,0.115,0.204
152,1.081,0.682,0.078,0.318,0.078,0.585,0.076,0.415,0.076,0.222,0.460,0.114,0.204
153,1.097,0.683,0.078,0.317,0.078,0.588,0.073,0.412,0.073,0.225,0.459,0.115,0.202
154,1.107,0.684,0.079,0.316,0.079,0.587,0.072,0.413,0.072,0.224,0.460,0.114,0.202
155,1.134,0.684,0.078,0.316,0.078,0.586,0.073,0.414,0.073,0.221,0.463,0.112,0.204
156,1.153,0.685,0.079,0.315,0.079,0.587,0.073,0.413,0.073,0.219,0.466,0.112,0.203
157,1.147,0.688,0.079,0.312,0.079,0.586,0.074,0.414,0.074,0.219,0.469,0.110,0.202
158,1.156,0.689,0.079,0.311,0.079,0.588,0.072,0.412,0.072,0.222,0.467,0.111,0.199
159,1.153,0.689,0.079,0.311,0.079,0.588,0.072,0.412,0.072,0.221,0.467,0.112,0.199
160,1.167,0.690,0.080,0.310,0.080,0.591,0.072,0.409,0.072,0.221,0.468,0.112,0.198
161,1.176,0.690,0.079,0.310,0.079,0.589,0.072,0.411,0.072,0.219,0.471,0.112,0.198
162,1.193,0.691,0.080,0.309,0.080,0.587,0.072,0.413,0.072,0.218,0.474,0.110,0.199
163,1.199,0.691,0.080,0.309,0.080,0.587,0.073,0.413,0.073,0.216,0.475,0.109,0.200
164,1.202,0.692,0.080,0.308,0.080,0.588,0.074,0.412,0.074,0.216,0.476,0.109,0.199
165,1.214,0.693,0.079,0.307,0.079,0.587,0.075,0.413,0.075,0.214,0.479,0.107,0.200
166,1.218,0.693,0.081,0.307,0.081,0.586,0.075,0.414,0.075,0.212,0.481,0.106,0.201
167,1.224,0.693,0.081,0.307,0.081,0.587,0.076,0.413,0.076,0.212,0.481,0.106,0.201
168,1.236,0.691,0.082,0.309,0.082,0.587,0.075,0.413,0.075,0.210,0.482,0.106,0.203
169,1.247,0.692,0.083,0.308,0.083,0.587,0.075,0.413,0.075,0.209,0.482,0.106,0.203
170,1.262,0.695,0.081,0.305,0.081,0.587,0.075,0.413,0.075,0.208,0.486,0.104,0.202
171,1.286,0.694,0.082,0.306,0.082,0.588,0.076,0.412,0.076,0.206,0.488,0.104,0.202
172,1.298,0.693,0.083,0.307,0.083,0.589,0.075,0.411,0.075,0.208,0.485,0.104,0.203
173,1.320,0.694,0.084,0.306,0.084,0.590,0.076,0.410,0.076,0.205,0.488,0.103,0.203
174,1.346,0.694,0.084,0.306,0.084,0.591,0.075,0.409,0.075,0.207,0.487,0.104,0.202
175,1.343,0.695,0.084,0.305,0.084,0.591,0.075,0.409,0.075,0.207,0.488,0.103,0.202
176,1.361,0.694,0.083,0.306,0.083,0.592,0.075,0.408,0.075,0.207,0.488,0.103,0.202
177,1.377,0.696,0.082,0.304,0.082,0.591,0.076,0.409,0.076,0.203,0.492,0.101,0.203
178,1.390,0.696,0.083,0.304,0.083,0.588,0.076,0.412,0.076,0.200,0.496,0.101,0.204
179,1.402,0.699,0.082,0.301,0.082,0.588,0.076,0.412,0.076,0.200,0.499,0.099,0.202
180,1.418,0.698,0.083,0.302,0.083,0.588,0.076,0.412,0.076,0.198,0.500,0.099,0.203
181,1.433,0.701,0.082,0.299,0.082,0.586,0.076,0.414,0.076,0.197,0.504,0.097,0.202
182,1.445,0.700,0.083,0.300,0.083,0.587,0.076,0.413,0.076,0.196,0.504,0.098,0.202
183,1.455,0.702,0.082,0.298,0.082,0.584,0.076,0.416,0.076,0.194,0.508,0.096,0.202
184,1.470,0.705,0.081,0.295,0.081,0.585,0.075,0.415,0.075,0.195,0.510,0.095,0.200
185,1.492,0.702,0.081,0.298,0.081,0.584,0.076,0.416,0.076,0.192,0.510,0.095,0.203
186,1.491,0.704,0.082,0.296,0.082,0.583,0.077,0.417,0.077,0.190,0.514,0.094,0.202
187,1.505,0.703,0.081,0.297,0.081,0.582,0.077,0.418,0.077,0.188,0.516,0.094,0.203
188,1.517,0.705,0.081,0.295,0.081,0.584,0.078,0.416,0.078,0.187,0.517,0.094,0.202
189,1.525,0.704,0.082,0.296,0.082,0.583,0.078,0.417,0.078,0.185,0.519,0.093,0.202
190,1.547,0.705,0.082,0.295,0.082,0.585,0.076,0.415,0.076,0.188,0.517,0.094,0.201
191,1.546,0.706,0.083,0.294,0.083,0.583,0.077,0.417,0.077,0.186,0.520,0.093,0.201
192,1.556,0.705,0.083,0.295,0.083,0.582,0.078,0.418,0.078,0.183,0.522,0.092,0.203
193,1.573,0.706,0.083,0.294,0.083,0.583,0.077,0.417,0.077,0.185,0.520,0.092,0.202
194,1.583,0.705,0.084,0.295,0.084,0.581,0.077,0.419,0.077,0.183,0.522,0.091,0.204
195,1.593,0.706,0.084,0.294,0.084,0.581,0.078,0.419,0.078,0.181,0.525,0.090,0.204
196,1.604,0.706,0.084,0.294,0.084,0.581,0.078,0.419,0.078,0.180,0.526,0.089,0.204
197,1.619,0.709,0.084,0.291,0.084,0.581,0.079,0.419,0.079,0.179,0.530,0.088,0.203
198,1.622,0.707,0.085,0.293,0.085,0.579,0.077,0.421,0.077,0.180,0.527,0.088,0.204
199,1.636,0.709,0.084,0.291,0.084,0.578,0.078,0.422,0.078,0.179,0.530,0.087,0.205
200,1.656,0.710,0.083,0.290,0.083,0.578,0.078,0.422,0.078,0.177,0.533,0.086,0.204
201,1.667,0.708,0.084,0.292,0.084,0.578,0.079,0.422,0.079,0.175,0.533,0.086,0.206
202,1.692,0.708,0.083,0.292,0.083,0.577,0.079,0.423,0.079,0.173,0.535,0.084,0.207
203,1.690,0.708,0.083,0.292,0.083,0.575,0.079,0.425,0.079,0.172,0.536,0.084,0.208
204,1.687,0.709,0.083,0.291,0.083,0.576,0.080,0.424,0.080,0.172,0.538,0.083,0.207
205,1.695,0.708,0.084,0.292,0.084,0.575,0.080,0.425,0.080,0.170,0.538,0.083,0.209
206,1.703,0.707,0.084,0.293,0.084,0.573,0.081,0.427,0.081,0.167,0.540,0.083,0.211
207,1.727,0.710,0.083,0.290,0.083,0.573,0.081,0.427,0.081,0.166,0.544,0.081,0.209
208,1.756,0.711,0.083,0.289,0.083,0.575,0.080,0.425,0.080,0.167,0.544,0.081,0.208
209,1.765,0.713,0.083,0.287,0.083,0.575,0.080,0.425,0.080,0.165,0.548,0.080,0.206
210,1.791,0.712,0.083,0.288,0.083,0.575,0.081,0.425,0.081,0.163,0.548,0.080,0.209
211,1.807,0.712,0.084,0.288,0.084,0.575,0.081,0.425,0.081,0.162,0.550,0.079,0.209
212,1.810,0.713,0.083,0.287,0.083,0.576,0.082,0.424,0.082,0.161,0.552,0.079,0.209
213,1.802,0.712,0.083,0.288,0.083,0.574,0.082,0.426,0.082,0.160,0.553,0.079,0.209
214,1.808,0.714,0.084,0.286,0.084,0.573,0.082,0.427,0.082,0.158,0.555,0.078,0.209
215,1.811,0.715,0.082,0.285,0.082,0.573,0.083,0.427,0.083,0.157,0.558,0.077,0.208
216,1.832,0.716,0.083,0.284,0.083,0.574,0.081,0.426,0.081,0.160,0.556,0.077,0.207
217,1.851,0.717,0.082,0.283,0.082,0.574,0.082,0.426,0.082,0.158,0.559,0.075,0.208
218,1.870,0.719,0.080,0.281,0.080,0.574,0.082,0.426,0.082,0.156,0.563,0.074,0.207
219,1.873,0.719,0.081,0.281,0.081,0.573,0.083,0.427,0.083,0.156,0.563,0.074,0.208
220,1.890,0.718,0.080,0.282,0.080,0.573,0.083,0.427,0.083,0.154,0.564,0.074,0.208
221,1.901,0.719,0.080,0.281,0.080,0.575,0.082,0.425,0.082,0.154,0.565,0.073,0.207
222,1.923,0.722,0.080,0.278,0.080,0.575,0.083,0.425,0.083,0.153,0.570,0.072,0.206
223,1.938,0.723,0.080,0.277,0.080,0.575,0.083,0.425,0.083,0.153,0.571,0.072,0.205
224,1.952,0.723,0.081,0.277,0.081,0.574,0.083,0.426,0.083,0.151,0.573,0.071,0.206
225,1.974,0.724,0.081,0.276,0.081,0.573,0.083,0.427,0.083,0.148,0.575,0.070,0.206
226,2.000,0.724,0.082,0.276,0.082,0.572,0.084,0.428,0.084,0.146,0.578,0.069,0.207
227,2.017,0.724,0.081,0.276,0.081,0.572,0.084,0.428,0.084,0.144,0.580,0.068,0.208
228,2.030,0.725,0.081,0.275,0.081,0.572,0.084,0.428,0.084,0.145,0.581,0.068,0.207
229,2.050,0.726,0.081,0.274,0.081,0.573,0.084,0.427,0.084,0.144,0.582,0.068,0.206
230,2.042,0.726,0.082,0.274,0.082,0.571,0.083,0.429,0.083,0.143,0.583,0.068,0.206
231,2.062,0.726,0.082,0.274,0.082,0.572,0.083,0.428,0.083,0.142,0.585,0.067,0.206
232,2.092,0.728,0.081,0.272,0.081,0.574,0.082,0.426,0.082,0.145,0.583,0.067,0.205
233,2.092,0.729,0.081,0.271,0.081,0.574,0.081,0.426,0.081,0.145,0.584,0.067,0.203
234,2.106,0.730,0.081,0.270,0.081,0.574,0.082,0.426,0.082,0.144,0.586,0.067,0.203
235,2.126,0.730,0.081,0.270,0.081,0.575,0.082,0.425,0.082,0.143,0.587,0.067,0.203
236,2.151,0.729,0.082,0.271,0.082,0.574,0.083,0.426,0.083,0.140,0.589,0.067,0.205
237,2.172,0.730,0.082,0.270,0.082,0.572,0.083,0.428,0.083,0.139,0.591,0.066,0.204
238,2.200,0.734,0.080,0.266,0.080,0.572,0.083,0.428,0.083,0.137,0.596,0.064,0.203
239,2.205,0.736,0.077,0.264,0.077,0.572,0.084,0.428,0.084,0.136,0.599,0.063,0.201
240,2.203,0.736,0.078,0.264,0.078,0.572,0.084,0.428,0.084,0.135,0.601,0.062,0.202
241,2.194,0.736,0.079,0.264,0.079,0.573,0.085,0.427,0.085,0.135,0.602,0.062,0.201
242,2.218,0.736,0.079,0.264,0.079,0.573,0.085,0.427,0.085,0.133,0.603,0.062,0.202
243,2.230,0.736,0.080,0.264,0.080,0.574,0.084,0.426,0.084,0.137,0.599,0.064,0.200
244,2.247,0.738,0.079,0.262,0.079,0.574,0.082,0.426,0.082,0.140,0.598,0.063,0.198
245,2.239,0.738,0.080,0.262,0.080,0.575,0.081,0.425,0.081,0.141,0.596,0.064,0.198
246,2.248,0.740,0.078,0.260,0.078,0.576,0.081,0.424,0.081,0.142,0.598,0.064,0.196
247,2.245,0.741,0.078,0.259,0.078,0.576,0.081,0.424,0.081,0.142,0.600,0.063,0.196
248,2.248,0.741,0.078,0.259,0.078,0.575,0.082,0.425,0.082,0.140,0.602,0.062,0.196
249,2.257,0.742,0.078,0.258,0.078,0.575,0.083,0.425,0.083,0.138,0.604,0.061,0.196
250,2.257,0.743,0.078,0.257,0.078,0.576,0.082,0.424,0.082,0.139,0.604,0.062,0.195
251,2.282,0.743,0.078,0.257,0.078,0.576,0.083,0.424,0.083,0.137,0.607,0.061,0.196
252,2.285,0.744,0.078,0.256,0.078,0.578,0.082,0.422,0.082,0.140,0.603,0.062,0.195
253,2.293,0.744,0.078,0.256,0.078,0.577,0.083,0.423,0.083,0.139,0.605,0.061,0.195
254,2.304,0.742,0.078,0.258,0.078,0.580,0.080,0.420,0.080,0.147,0.595,0.064,0.193
